window|hide layer 1|hyde layer 2|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
5|10|6|1,664580|5,236917|7,371322|7,705153|7,800554|12,077550|17,030922|16,118406|7,800554
5|10|7|1,557259|5,276264|7,307823|7,689161|7,957935|12,085344|18,249497|17,038880|7,957935
5|10|8|1,517048|5,623883|7,853404|8,170243|8,178962|12,344950|19,460421|18,631421|8,178962
5|10|9|1,519923|4,859392|7,472261|7,813422|8,059953|12,049152|17,212062|16,283466|8,059953
5|10|10|1,460579|3,955388|4,788908|5,198132|5,165858|12,046851|16,767195|14,163181|5,165858
5|10|11|1,546637|5,557681|8,091662|8,359968|8,357718|12,106816|18,647248|18,679040|8,357718
5|10|12|1,533259|5,161735|7,327354|7,674800|7,834912|12,136800|18,855821|17,632999|7,834912
5|10|13|1,602044|5,826686|8,922746|9,227281|9,212569|13,221775|24,557633|21,742803|9,212569
5|10|14|1,559492|5,715097|8,082387|8,411631|8,616013|12,123616|18,447047|17,701028|8,616013
5|10|15|1,460116|5,058034|7,753657|8,057721|7,695463|12,095424|17,262953|17,258905|7,695463
5|11|1|1,808548|8,601967|11,617333|11,939857|12,298213|12,182196|17,355701|18,689483|12,298213
5|11|2|1,536580|5,485139|8,317613|8,601865|8,766167|12,056641|18,142938|17,680575|8,766167
5|11|3|1,549930|5,253909|7,068933|7,453356|7,662254|12,051831|16,983742|16,245297|7,662254
5|11|4|1,556367|4,804253|7,240804|7,551747|7,765218|12,214485|19,379467|17,413246|7,765218
5|11|5|1,532078|5,908675|9,058268|9,340270|9,433529|12,163664|18,518647|18,598109|9,433529
5|11|6|1,559189|5,611906|8,211057|8,483064|8,597101|12,057924|17,756468|17,494136|8,597101
5|11|7|1,556129|5,363430|7,438770|7,737191|7,543375|12,227481|18,488686|17,941256|7,543375
5|11|8|1,524049|5,143787|6,972767|7,379850|7,627538|12,076828|16,438026|15,301580|7,627538
5|11|9|1,525898|5,259316|7,821773|8,093538|8,131111|12,084506|17,849767|17,136872|8,131111
5|11|10|1,567173|5,888749|9,059159|9,364331|9,565816|12,109394|19,587306|19,315898|9,565816
5|11|11|1,507324|5,485048|7,931795|8,252575|8,221292|12,157341|18,203278|17,490955|8,221292
5|11|12|1,503688|5,427943|7,857365|8,179882|8,206062|12,081727|17,813055|17,276255|8,206062
5|11|13|1,497135|4,798364|7,203999|7,587102|8,036214|12,032824|16,876898|16,083000|8,036214
5|11|14|1,507612|5,053369|6,876617|7,194810|7,184126|12,194148|18,494417|17,176612|7,184126
5|11|15|1,470465|4,584660|6,528790|6,889836|7,056765|12,067187|17,840566|16,171789|7,056765
5|12|1|6,433566|11,910212|13,775319|14,283254|15,953683|11,911255|13,775577|14,283042|15,953683
5|12|2|1,506309|5,325884|8,156046|8,424937|8,527511|12,070077|18,666691|18,035193|8,527511
5|12|3|1,542749|4,908162|6,637511|7,045357|7,096476|12,181974|18,386778|17,275420|7,096476
5|12|4|1,532091|6,136729|8,747162|9,098802|9,101472|12,201194|20,293320|19,744542|9,101472
5|12|5|1,537585|6,098512|9,281761|9,729332|10,021460|12,164467|18,753665|19,243209|10,021460
5|12|6|1,549828|6,301715|10,623689|11,109652|11,194466|12,324389|22,546377|22,555458|11,194466
5|12|7|1,541597|5,618948|8,223844|8,514870|8,466856|12,238261|20,044463|18,891829|8,466856
5|12|8|1,540975|5,791953|8,545342|8,867209|9,004305|12,322230|22,388846|20,603102|9,004305
5|12|9|1,525401|6,205686|9,130099|9,414622|9,448362|12,314766|20,504907|20,374497|9,448362
5|12|10|1,560949|5,018367|7,183438|7,489284|7,599674|12,046641|17,330375|16,181167|7,599674
5|12|11|1,544977|6,042673|8,623623|8,912877|8,846562|12,362385|20,236221|19,884577|8,846562
5|12|12|1,550922|5,275292|7,739339|8,044789|8,021577|12,005716|17,505688|17,565432|8,021577
5|12|13|1,528049|5,515981|7,958001|8,316059|8,680672|12,147435|19,965214|18,224442|8,680672
5|12|14|1,564383|5,715679|7,555113|7,915435|8,051982|12,161535|19,363938|18,921791|8,051982
5|12|15|1,470318|3,788778|4,041904|4,449659|4,453793|11,929480|14,559364|12,309848|4,453793
5|13|1|2,162259|9,905762|12,345961|12,792589|13,647828|12,004974|14,992587|15,233372|13,647828
5|13|2|1,526017|5,735411|8,533206|8,852440|8,820593|12,232599|20,029165|19,756335|8,820593
5|13|3|1,529762|5,558772|7,844843|8,282334|8,447158|12,256599|22,698762|20,260042|8,447158
5|13|4|1,523842|5,906579|7,683467|8,219373|8,305849|12,286327|22,469578|23,599478|8,305849
5|13|5|1,563274|5,418052|8,373809|8,923523|9,382776|12,229673|20,580644|20,512481|9,382776
5|13|6|1,561616|5,886322|8,342004|8,627871|8,497543|12,342668|19,478469|19,553479|8,497543
5|13|7|1,527974|5,472883|8,426594|8,640872|8,360957|12,071847|18,128814|17,684822|8,360957
5|13|8|1,573433|5,585872|8,421494|8,801468|9,117991|12,193669|18,700511|18,173846|9,117991
5|13|9|1,535895|5,350842|8,202155|8,487552|8,441159|12,066395|17,034381|16,634501|8,441159
5|13|10|1,493555|6,276530|8,913725|9,319859|9,436064|12,288998|20,387425|20,758632|9,436064
5|13|11|1,546826|5,684339|8,382753|8,687531|8,729864|12,212418|19,222014|19,243055|8,729864
5|13|12|1,541940|5,286282|7,172339|7,537690|7,695359|12,143693|18,916059|17,579376|7,695359
5|13|13|1,513897|5,107481|7,699517|8,005914|8,136691|12,086790|18,150260|17,219546|8,136691
5|13|14|1,517955|6,213120|9,706187|10,114820|9,701609|12,177765|18,623096|19,769073|9,701609
5|13|15|1,558569|5,903747|8,933637|9,223888|9,320370|12,233951|20,825250|20,180166|9,320370
5|14|1|1,927019|10,786686|17,261514|17,507249|18,427481|12,308052|19,395303|22,246312|18,427481
5|14|2|1,544326|5,053027|6,711221|7,139331|7,320453|12,085058|16,852504|15,980176|7,320453
5|14|3|1,536199|5,913547|9,007294|9,354284|9,579215|12,199234|20,633130|19,195290|9,579215
5|14|4|1,553828|5,964805|9,005157|9,326980|9,407209|12,208111|18,240897|17,813042|9,407209
5|14|5|1,524067|5,424160|7,526448|7,951273|8,257281|12,182421|19,993745|18,702709|8,257281
5|14|6|1,532180|5,141511|7,465267|7,812063|7,815591|12,056903|18,246570|17,160170|7,815591
5|14|7|1,526990|5,721352|8,266508|8,598398|8,754346|12,243675|20,358178|19,549645|8,754346
5|14|8|1,542165|5,741245|8,318397|8,622529|8,429774|12,311325|19,111042|18,830295|8,429774
5|14|9|1,536719|5,782357|8,657885|8,938435|9,065198|12,169359|18,851253|19,213692|9,065198
5|14|10|1,525845|5,628127|8,222755|8,524823|8,563118|12,210658|19,930740|19,181695|8,563118
5|14|11|1,521283|5,227299|7,832852|8,124824|8,139528|12,141765|18,942572|18,144148|8,139528
5|14|12|1,532411|5,407950|7,981027|8,212627|8,064897|12,108745|17,925379|17,158294|8,064897
5|14|13|1,488262|5,178962|7,559923|7,897561|8,017183|12,047950|16,940622|16,275961|8,017183
5|14|14|1,504687|4,246593|5,557409|6,023636|6,462548|11,981260|16,051504|14,431713|6,462548
5|14|15|1,531584|5,152597|8,065441|8,366066|8,615882|12,088795|18,778696|17,973952|8,615882
5|15|1|1,747922|8,616498|13,855206|14,203889|15,173039|12,293881|21,932798|22,608835|15,173039
5|15|2|1,569631|5,668819|8,349085|8,596670|8,460839|12,247436|18,853739|17,820724|8,460839
5|15|3|1,569575|6,056920|8,368442|8,688993|8,816285|12,164499|18,299640|17,481993|8,816285
5|15|4|1,533077|6,535274|10,632688|11,118019|11,183385|12,333721|19,517832|22,106094|11,183385
5|15|5|1,548419|5,386045|7,614044|7,948016|8,132887|12,250641|20,106047|18,805102|8,132887
5|15|6|1,527579|5,184026|7,823714|8,114722|8,214848|12,071805|18,030479|17,262714|8,214848
5|15|7|1,523154|5,601170|8,589014|8,850934|8,838122|12,180679|18,744823|18,529718|8,838122
5|15|8|1,559990|5,835731|8,184037|8,511646|8,732130|12,157701|19,538747|18,654968|8,732130
5|15|9|1,542920|6,140089|8,951964|9,278729|9,491380|12,362076|23,921836|21,588189|9,491380
5|15|10|1,595409|6,050603|9,532202|10,079426|10,640815|12,271422|20,970396|22,652650|10,640815
5|15|11|1,516070|5,532500|8,531829|8,861686|8,991810|12,364517|23,972430|20,291610|8,991810
5|15|12|1,558180|6,149394|8,926296|9,242875|9,268366|12,129976|18,523387|18,711443|9,268366
5|15|13|1,549884|5,411601|7,454638|7,835053|8,128277|12,110494|17,974676|16,709682|8,128277
5|15|14|1,527660|5,431303|8,294984|8,604668|8,837749|12,259338|21,096618|19,719418|8,837749
5|15|15|1,550958|5,738728|7,926232|8,244965|8,397036|12,170145|18,782135|17,905903|8,397036
6|1|1|1,916022|10,499223|14,102864|14,577825|15,711924|12,174636|16,932899|18,144342|15,711924
6|1|2|1,982405|11,666657|15,695774|15,990088|17,050140|12,217109|17,776856|19,208107|17,050140
6|1|3|1,708932|6,387312|7,242397|7,678585|8,358061|12,029657|15,961234|15,346598|8,358061
6|1|4|2,325123|10,771775|14,235021|14,546547|15,622804|12,132152|17,130883|18,136423|15,622804
6|1|5|1,923675|6,531174|9,251631|9,430745|10,072204|12,466078|20,616690|20,259194|10,072204
6|1|6|2,167202|10,697433|14,433044|14,704074|15,766540|12,184647|17,577557|18,797278|15,766540
6|1|7|2,240641|10,474462|14,986032|15,129355|16,236184|12,156839|17,474155|18,301301|16,236184
6|1|8|2,283188|10,311376|14,143614|14,344737|15,303743|12,198410|17,823613|19,215978|15,303743
6|1|9|2,139718|9,585271|12,974388|13,207885|14,026546|12,225190|17,930530|18,892619|14,026546
6|1|10|2,036062|8,888324|12,062152|12,313936|13,095713|12,235587|17,672834|18,042965|13,095713
6|1|11|2,210031|10,075795|14,104734|14,272151|14,911413|12,305869|18,524656|20,500709|14,911413
6|1|12|2,104050|11,416642|16,695351|16,795723|17,536956|12,406440|19,216008|21,621531|17,536956
6|1|13|2,354861|10,676008|14,278837|14,560175|15,501455|12,158878|17,553533|18,813945|15,501455
6|1|14|3,270874|11,935461|13,891320|16,046030|18,888152|19,828150|12,398858|12,116491|18,888152
6|1|15|2,454245|10,983018|14,350021|14,681135|15,850646|12,092019|16,864989|17,780915|15,850646
6|2|1|2,482160|11,526363|14,256779|14,855563|16,457095|12,042994|15,684742|16,249602|16,457095
6|2|2|1,590301|5,272516|7,270154|7,589412|8,211842|12,165251|18,508642|17,154826|8,211842
6|2|3|1,592018|6,534864|9,413242|9,691644|10,480390|12,397414|20,169819|20,088987|10,480390
6|2|4|1,688170|6,634038|9,207903|9,847488|10,861467|12,273522|24,785403|20,427268|10,861467
6|2|5|1,604788|5,109301|5,729748|6,143184|6,891366|11,971284|15,230707|13,136937|6,891366
6|2|6|1,590929|5,112866|7,152281|7,556004|8,245760|11,964364|15,198566|14,147479|8,245760
6|2|7|1,550006|5,472761|7,244754|7,578905|8,022513|12,182542|18,817746|17,167608|8,022513
6|2|8|1,585239|5,000128|5,025490|5,463940|6,094751|11,962310|14,155704|12,501639|6,094751
6|2|9|1,572672|5,512818|7,883165|8,180318|8,791444|12,221264|20,979588|18,904099|8,791444
6|2|10|1,845724|10,114202|13,665990|14,088278|15,477473|12,175261|19,084657|20,647706|15,477473
6|2|11|1,601711|4,725667|4,311714|4,782464|5,528669|11,847500|11,715721|10,201309|5,528669
6|2|12|1,571288|5,521031|7,208297|7,524579|7,923397|12,268119|19,870210|18,301031|7,923397
6|2|13|1,513602|4,633024|4,433013|4,905441|5,272410|11,982738|15,455076|13,296645|5,272410
6|2|14|1,568233|5,361372|6,568022|6,942227|7,512880|12,147141|18,901968|16,811375|7,512880
6|2|15|1,850781|8,849577|12,380033|12,534432|13,111284|12,345051|19,106145|19,781742|13,111284
6|3|1|1,798295|8,258380|13,308496|13,553852|14,803693|12,176477|18,823020|19,055405|14,803693
6|3|2|1,494173|6,014515|9,062897|9,361367|10,093747|16,610821|24,463325|22,011040|10,093747
6|3|3|1,647707|6,142972|7,501724|7,856951|8,658454|12,067611|17,887752|16,072966|8,658454
6|3|4|1,507382|6,604033|9,583174|9,908076|10,749827|12,287790|21,166190|19,258956|10,749827
6|3|5|1,492430|3,661448|4,101638|4,515465|4,972802|12,000473|15,373618|11,841628|4,972802
6|3|6|1,518174|5,652674|8,246610|8,585604|9,319963|12,312911|22,675159|19,842908|9,319963
6|3|7|1,548821|4,829656|7,152891|7,520982|8,101956|11,997687|16,213093|15,212695|8,101956
6|3|8|1,498263|4,849973|6,693891|7,063696|7,682519|12,134736|20,335309|16,819654|7,682519
6|3|9|1,571437|7,256921|10,265002|10,586271|11,663251|13,238551|23,535697|21,706220|11,663251
6|3|10|1,592609|4,864521|6,545735|6,839507|7,523798|12,066163|18,384767|15,366148|7,523798
6|3|11|1,535449|5,058628|6,493889|6,829904|7,641982|12,002408|16,256214|15,030626|7,641982
6|3|12|1,516347|4,641877|5,866654|6,226184|6,676009|12,023776|15,923469|14,508395|6,676009
6|3|13|1,567125|6,221495|8,293649|8,657054|9,260624|12,252773|19,967638|19,322643|9,260624
6|3|14|1,549881|5,362470|6,332923|6,747791|7,334881|12,053616|16,594739|14,848408|7,334881
6|3|15|1,612186|6,366396|8,763399|9,091659|9,838430|12,228113|21,023886|19,503752|9,838430
6|4|1|1,744388|8,692457|13,936472|14,301489|15,748616|12,266837|23,325078|22,482886|15,748616
6|4|2|1,518554|5,513215|8,424763|8,724792|9,454181|12,068904|18,415204|16,987650|9,454181
6|4|3|1,559648|5,233869|7,286068|7,619273|8,417365|12,014785|16,514388|15,443043|8,417365
6|4|4|1,454679|5,478337|8,441302|8,719001|9,215993|12,038120|16,266410|15,515012|9,215993
6|4|5|1,526559|6,371521|9,163535|9,426453|10,162766|12,395445|21,153009|20,571534|10,162766
6|4|6|1,532529|5,333486|7,828400|8,163976|8,918752|12,157621|18,599223|17,554271|8,918752
6|4|7|1,493327|4,541556|6,813109|7,150895|7,788237|12,130330|19,494181|16,995135|7,788237
6|4|8|1,549450|5,568444|7,638753|7,988200|8,727931|12,033654|16,862794|15,276718|8,727931
6|4|9|1,548134|6,889081|9,651315|9,960558|10,630588|12,505119|22,138713|22,275211|10,630588
6|4|10|1,472592|5,013944|7,522723|7,804175|8,259355|12,146673|20,783871|18,206266|8,259355
6|4|11|1,505384|6,316244|9,328980|9,641164|10,416017|12,676249|24,875214|20,513522|10,416017
6|4|12|1,549333|6,515138|9,471778|9,721238|10,442635|12,218338|19,562650|19,356520|10,442635
6|4|13|1,458808|3,984600|4,316773|4,720044|5,004044|12,065575|16,768054|13,680965|5,004044
6|4|14|1,496942|5,053404|5,133211|5,548450|5,971071|12,001159|16,441562|14,121929|5,971071
6|4|15|1,445289|3,936379|4,450749|4,915842|5,376843|11,970065|16,401939|13,206189|5,376843
6|5|1|1,862911|7,776089|12,194188|12,451955|13,630100|12,428228|25,969025|22,218379|13,630100
6|5|2|1,461981|5,421450|8,559249|8,810672|9,445197|12,054234|18,146029|18,071213|9,445197
6|5|3|1,494948|5,406984|8,374545|8,646872|9,357733|12,115682|19,316563|17,765765|9,357733
6|5|4|1,514473|4,202816|5,085323|5,489797|6,275767|11,977468|15,048036|12,378902|6,275767
6|5|5|1,507787|6,296646|9,297783|9,585969|10,552373|12,270701|22,271331|19,727927|10,552373
6|5|6|1,514793|5,661225|8,020870|8,294562|9,175314|11,997430|17,196181|16,506239|9,175314
6|5|7|1,465730|5,737070|8,685159|8,995547|9,719911|12,130924|18,880305|17,793005|9,719911
6|5|8|1,496126|4,742378|6,987259|7,352721|8,006990|12,106661|18,451621|16,136012|8,006990
6|5|9|1,501312|6,368507|9,291708|9,639139|10,488291|12,417300|24,811171|21,284545|10,488291
6|5|10|1,492602|4,346649|5,473543|5,847347|6,285075|12,071397|18,535123|15,517079|6,285075
6|5|11|1,511444|5,831174|9,041339|9,413202|10,118608|12,175891|17,181355|17,449591|10,118608
6|5|12|1,520382|5,464581|7,276099|7,672307|8,360122|12,123548|19,234508|17,429418|8,360122
6|5|13|1,549988|5,704146|8,220147|8,567979|9,317821|12,115770|18,716617|16,835779|9,317821
6|5|14|1,538725|5,111485|7,160533|7,469326|8,019675|12,094213|18,625708|16,574882|8,019675
6|5|15|1,500980|4,578382|5,144449|6,068344|7,060085|11,949645|15,529012|13,394113|7,060085
6|6|1|1,984952|10,341529|16,361270|16,614243|18,143832|12,158125|17,594528|18,891514|18,143832
6|6|2|1,465067|4,789888|7,177879|7,607297|8,156326|12,085960|18,919982|19,078317|8,156326
6|6|3|1,519865|5,226297|8,183697|8,458906|9,157652|12,017929|17,875477|17,169129|9,157652
6|6|4|1,535992|5,794478|8,514162|8,814762|9,610722|12,080301|18,903588|17,819461|9,610722
6|6|5|1,482256|5,990146|8,964306|9,224582|9,820454|12,234125|21,043905|19,140886|9,820454
6|6|6|1,542210|6,552559|9,054396|9,340546|10,104107|12,284939|21,450236|20,195293|10,104107
6|6|7|1,521486|6,513166|10,045343|10,301395|11,145769|12,158140|19,631860|18,798570|11,145769
6|6|8|1,496060|4,734086|6,218314|6,599845|7,109276|12,135715|20,458839|16,627011|7,109276
6|6|9|1,484086|5,588713|8,632388|8,961003|9,668128|12,304322|24,037127|19,887828|9,668128
6|6|10|1,528707|5,235436|6,429948|6,766475|7,425442|12,136147|18,520812|16,040266|7,425442
6|6|11|1,531786|5,633632|8,510647|8,777441|9,590679|12,075882|19,254372|18,127160|9,590679
6|6|12|1,503169|5,893817|8,584509|8,913692|9,756904|12,065783|17,909439|16,964537|9,756904
6|6|13|1,472554|5,125880|7,568177|7,876525|8,404597|12,092705|17,973619|16,656540|8,404597
6|6|14|1,440082|4,362215|5,105650|5,570411|6,137687|12,125890|19,355213|14,253476|6,137687
6|6|15|1,522117|6,055965|9,180779|9,439709|10,350779|12,117746|19,589300|17,795921|10,350779
6|7|1|1,801796|9,603077|15,456142|15,750051|17,131688|12,309956|19,576373|22,114339|17,131688
6|7|2|1,491071|4,767232|7,618837|8,354603|8,815909|12,028233|18,887872|18,800308|8,815909
6|7|3|1,534524|5,631921|8,653400|8,990462|9,793850|12,031057|17,460783|16,544160|9,793850
6|7|4|1,519713|5,193958|8,172105|8,453395|9,144866|12,035520|18,216048|16,866782|9,144866
6|7|5|1,520927|5,315850|7,400630|7,746070|8,700364|12,063146|18,229861|15,977625|8,700364
6|7|6|1,487142|6,681347|10,080445|10,589154|11,354649|12,241679|20,912314|19,807295|11,354649
6|7|7|1,490490|5,527327|8,317598|8,591812|9,327851|12,032212|18,347649|17,453326|9,327851
6|7|8|1,490484|6,040581|8,902420|9,260147|9,970576|12,126473|17,613354|17,277297|9,970576
6|7|9|1,475311|3,767039|4,071460|4,563529|5,052336|11,892844|13,083796|10,879021|5,052336
6|7|10|1,465791|5,208394|6,858453|7,308199|7,889794|12,050745|18,027741|16,536895|7,889794
6|7|11|1,505956|4,350633|5,635625|6,050019|6,900009|11,974054|15,207709|12,916767|6,900009
6|7|12|1,501130|5,905041|8,270761|8,616418|9,203905|12,250012|20,973569|19,363776|9,203905
6|7|13|1,526016|5,132815|7,215791|7,639874|8,570323|12,041957|17,876349|16,080473|8,570323
6|7|14|1,448795|4,260364|5,613086|6,169494|6,476414|11,954748|15,835499|13,940214|6,476414
6|7|15|1,504020|4,621432|5,805191|6,290394|6,934602|11,973840|15,188958|13,595795|6,934602
6|8|1|1,762079|8,380446|13,215580|13,565815|14,998898|12,308299|24,664723|22,357865|14,998898
6|8|2|1,510416|6,103210|9,171805|9,801548|10,857349|12,355462|26,860086|28,911980|10,857349
6|8|3|1,527070|5,386186|7,868043|8,172275|8,995821|12,122540|19,370555|17,995189|8,995821
6|8|4|1,496299|5,758719|8,246929|8,576633|9,343828|12,742518|21,467227|20,224479|9,343828
6|8|5|1,556630|6,630461|8,786892|9,172037|10,220036|12,144009|20,158097|18,400096|10,220036
6|8|6|1,462246|4,430265|5,131144|5,882400|6,865768|11,955211|14,177030|12,375892|6,865768
6|8|7|1,550647|6,982144|10,366281|10,638432|11,531227|12,285398|22,075602|20,938008|11,531227
6|8|8|1,527801|5,939617|8,422629|8,764677|9,505332|12,194277|20,278359|18,829656|9,505332
6|8|9|1,518372|4,651976|6,512026|6,861347|7,650294|12,065220|18,277932|16,138495|7,650294
6|8|10|1,539513|5,632055|8,272364|8,609851|9,430527|12,095012|19,633284|18,082541|9,430527
6|8|11|1,526151|4,965462|6,773986|7,106524|7,732167|12,015455|16,805580|15,613465|7,732167
6|8|12|1,512801|5,612183|8,669714|8,923298|9,609079|12,042626|17,834478|17,145744|9,609079
6|8|13|1,457693|4,377102|5,630415|6,079248|6,667614|12,208595|21,396876|15,891457|6,667614
6|8|14|1,461858|5,618126|7,621618|7,972558|8,697098|12,106764|18,614852|17,360336|8,697098
6|8|15|1,479329|4,754486|5,821841|6,266218|6,581013|12,042062|16,512406|14,805000|6,581013
6|9|1|1,889056|9,693326|15,640357|15,845254|17,223678|12,527327|22,262139|24,954578|17,223678
6|9|2|1,536667|5,248231|7,198677|7,509734|8,317680|12,031817|17,820504|16,135662|8,317680
6|9|3|1,524109|6,035830|8,640409|8,928797|9,554933|12,322165|20,170557|19,669839|9,554933
6|9|4|1,503178|5,564544|8,697368|9,050410|9,714809|12,041927|16,458538|15,942505|9,714809
6|9|5|1,519163|6,277595|9,120637|9,382125|10,043758|12,211794|20,659089|19,723857|10,043758
6|9|6|1,477284|4,435446|5,941770|6,349738|6,929013|12,100588|19,028736|15,363430|6,929013
6|9|7|1,504355|5,730794|8,349142|8,592118|9,208748|12,142935|19,814167|18,849206|9,208748
6|9|8|1,531095|6,221447|9,336535|9,637060|10,553922|12,131686|19,865819|18,461328|10,553922
6|9|9|1,493968|5,489926|7,611222|8,095879|9,051268|12,223678|17,020789|16,140031|9,051268
6|9|10|1,477350|4,748480|6,702173|7,135287|7,930074|12,112689|18,882692|16,130394|7,930074
6|9|11|1,510232|5,076802|6,991010|7,457815|8,488071|12,080037|16,374851|15,080857|8,488071
6|9|12|1,514519|5,375463|7,449424|7,805785|8,379801|12,147578|20,067116|17,984873|8,379801
6|9|13|1,487597|5,582665|8,278411|8,583306|9,188814|12,130830|19,601707|17,922989|9,188814
6|9|14|1,454884|5,339956|8,305202|8,612879|9,303296|12,029194|16,219927|15,521554|9,303296
6|9|15|1,470308|6,748866|10,391721|10,868382|11,848032|12,176930|19,363539|18,930656|11,848032
6|10|1|1,733729|8,662484|13,859557|14,187598|15,528363|12,213175|20,858186|21,234900|15,528363
6|10|2|1,550395|6,211813|8,662561|9,008234|9,567585|12,185652|19,936600|19,188451|9,567585
6|10|3|1,525112|5,910972|7,720774|8,044876|8,643680|12,035477|19,353502|18,566615|8,643680
6|10|4|1,552120|4,950998|6,582882|6,863063|7,722962|12,181652|17,619004|15,883124|7,722962
6|10|5|1,538193|5,497997|7,189396|7,555974|8,231827|11,989240|16,797221|15,178498|8,231827
6|10|6|1,544673|5,608588|8,945444|9,533700|10,131632|12,314624|24,673181|24,506974|10,131632
6|10|7|1,503710|4,782813|6,993731|7,355035|7,862096|12,023709|17,044932|15,550685|7,862096
6|10|8|1,515115|6,273965|10,110528|10,696838|11,687136|12,132914|18,044462|18,067787|11,687136
6|10|9|1,468621|5,183179|8,017381|8,408306|9,142557|12,065071|17,313630|16,510057|9,142557
6|10|10|1,525796|5,126401|6,713181|7,107049|7,856803|11,952841|16,727655|15,751095|7,856803
6|10|11|1,537816|5,265931|7,938276|8,213517|9,002315|12,010196|17,354547|16,539201|9,002315
6|10|12|1,519783|5,983534|8,707757|9,010126|9,717388|12,185665|20,819394|18,520521|9,717388
6|10|13|1,476686|4,393807|5,082961|5,602657|5,970398|11,963707|15,417113|13,217025|5,970398
6|10|14|1,455292|4,299418|6,427941|6,739379|7,084251|12,004341|16,235808|15,125615|7,084251
6|10|15|1,548086|5,667293|8,654259|8,956077|9,791873|12,106967|19,886966|18,422177|9,791873
6|11|1|1,897484|8,025403|12,241328|12,539565|13,847576|12,259379|21,294461|20,280279|13,847576
6|11|2|1,516484|5,625976|8,789258|9,035549|9,628562|12,049527|17,075566|16,917414|9,628562
6|11|3|1,533470|7,279947|10,452311|10,701819|11,483124|12,577758|23,034333|21,971351|11,483124
6|11|4|1,484097|6,030131|9,576533|9,908388|10,502249|12,223716|21,370663|21,785655|10,502249
6|11|5|1,541583|6,000284|8,402465|8,683410|9,542868|12,031676|18,257044|17,321933|9,542868
6|11|6|1,526129|5,966913|8,358150|8,760148|9,308998|12,136033|19,053264|18,211135|9,308998
6|11|7|1,546700|5,733798|7,597303|7,933758|8,726393|12,038601|16,648315|15,875456|8,726393
6|11|8|1,526358|6,237209|9,185756|9,502726|10,097775|12,129007|18,435496|17,835909|10,097775
6|11|9|1,512133|6,366243|10,442836|11,057282|11,918804|12,168080|19,724163|20,840048|11,918804
6|11|10|1,537313|4,280559|6,330174|6,644069|7,166118|11,985022|16,232128|14,432483|7,166118
6|11|11|1,491856|4,929552|6,907751|7,236057|8,078442|12,030482|16,452080|14,258126|8,078442
6|11|12|1,540328|5,090760|7,768608|8,056558|8,856135|12,105586|17,416056|15,695223|8,856135
6|11|13|1,478236|4,559369|5,808245|6,230424|6,842836|12,037478|18,196459|15,680772|6,842836
6|11|14|1,547495|5,386146|7,384200|7,762493|8,622879|12,000539|17,356948|16,052315|8,622879
6|11|15|1,455453|4,379921|5,923830|6,360794|6,869953|12,161691|20,545481|16,086381|6,869953
6|12|1|1,940623|7,349583|8,829238|9,322246|9,985301|12,051580|16,199911|15,855648|9,985301
6|12|2|1,511542|4,799411|8,141281|9,067571|10,231227|11,843096|14,577793|12,959182|10,231227
6|12|3|1,528828|5,816581|8,605293|8,861008|9,523072|12,095023|18,883426|18,367565|9,523072
6|12|4|1,503959|5,399187|6,932249|7,389331|8,190038|12,096432|16,405247|15,489428|8,190038
6|12|5|1,540154|5,544491|7,707911|8,011805|8,808062|12,080468|20,209302|18,319254|8,808062
6|12|6|1,614743|5,361470|8,301123|8,557844|9,314132|12,152468|19,999885|19,072068|9,314132
6|12|7|1,499740|5,966705|8,546472|9,132721|10,241204|12,092332|20,003217|19,860509|10,241204
6|12|8|1,539219|5,419109|7,510218|7,849107|8,647950|12,009156|18,175365|17,663620|8,647950
6|12|9|1,557428|5,019908|7,257655|7,516338|8,299113|12,008080|16,845589|15,655036|8,299113
6|12|10|1,541381|6,180249|8,462768|8,816734|9,560937|12,119236|20,188588|18,290746|9,560937
6|12|11|1,519047|5,428460|7,687595|8,084833|8,720859|11,994685|16,541313|15,498048|8,720859
6|12|12|1,506770|5,572342|6,965054|7,404973|7,963334|12,105842|17,731393|15,850321|7,963334
6|12|13|1,511912|5,885747|8,945246|9,193674|10,083516|11,993347|16,946134|16,547012|10,083516
6|12|14|1,551975|6,323504|8,403909|8,695781|9,298324|12,303389|20,348559|19,476002|9,298324
6|12|15|1,509839|5,840648|8,543712|8,832979|9,414854|12,083852|18,905389|17,955656|9,414854
6|13|1|1,997132|10,082070|15,219134|15,414264|16,775187|44,599017|23,141058|23,278255|16,775187
6|13|2|1,525222|5,710460|6,978224|7,306984|7,872543|12,103870|17,805997|17,037351|7,872543
6|13|3|1,502593|5,954936|8,630891|8,921509|9,463722|12,144288|18,322029|17,184177|9,463722
6|13|4|1,558733|5,658999|8,441988|8,635122|9,263503|12,073858|18,582662|17,480329|9,263503
6|13|5|1,534612|4,856303|6,185870|6,532082|7,117345|11,982582|15,667895|13,860411|7,117345
6|13|6|1,551057|4,901110|7,336246|7,603110|8,366727|12,006673|16,503370|15,657088|8,366727
6|13|7|1,473351|5,676295|8,186615|8,633460|9,050055|12,067723|17,361280|16,630870|9,050055
6|13|8|1,501485|6,709463|10,260219|10,675761|11,861966|12,341507|23,066917|18,865945|11,861966
