func activ -BipolarSigmoid((double)2.0) , init - RandomInitializer()  500 iteracji
window|hide layer 1|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
9|3|0,840342|10,391988|7,989150|9,249742|10,953642|22,237225|12,057220|9,030843|10,953642
9|4|0,933640|12,175000|6,224861|7,165930|8,661224|23,211677|10,682205|6,933682|8,661224
9|5|1,068422|13,937209|10,380713|11,737995|14,063299|22,690965|13,480642|9,194380|14,063299
9|6|0,883565|12,783771|10,531080|11,465119|12,967761|22,595735|18,072827|12,825303|12,967761
9|7|0,874519|12,386484|6,753865|7,916803|10,141516|22,777538|10,403075|6,954487|10,141516
9|8|0,903105|14,769247|10,902347|12,253257|14,746677|22,364586|15,263792|10,177092|14,746677
9|9|1,027633|14,463533|8,873537|9,951674|11,613091|23,154395|14,846434|10,179118|11,613091
9|10|0,887743|11,725052|6,883305|7,942765|9,376270|22,686360|11,749317|7,732292|9,376270
9|11|0,937975|13,158921|5,809652|6,285136|7,227895|22,990084|12,346565|8,176974|7,227895
9|12|0,801909|11,888247|6,695128|7,646867|9,073202|22,789661|11,662223|8,142543|9,073202
9|13|0,785185|10,102331|6,167583|7,091241|8,146966|22,958338|12,818070|9,412537|8,146966
9|14|1,047707|16,506045|8,224203|6,748016|7,777525|22,364886|17,457427|7,802925|7,777525
9|15|0,896506|13,609479|5,594712|5,838751|7,110442|22,481201|11,188189|5,929346|7,110442
9|16|0,932118|13,647909|5,447449|4,166823|5,062747|22,050175|13,694234|4,377991|5,062747
9|17|0,907748|12,094415|3,886895|3,183329|3,947827|22,556780|10,456042|4,564420|3,947827
9|18|0,844144|13,789944|7,017934|7,508938|8,571754|22,365375|14,033683|9,274762|8,571754
9|19|0,961542|13,068558|8,092487|9,217446|10,334479|22,696086|16,330011|11,640959|10,334479
9|20|1,015675|17,903133|21,063989|22,083999|23,728769|22,606640|21,481881|19,644281|23,728769
